01-02-13,1498.109985,1514.410034,1498.109985,1513.170044,1.005270584
04-02-13,1513.170044,1513.170044,1495.02002,1495.709961,-1.153874482
05-02-13,1495.709961,1514.959961,1495.709961,1511.290039,1.041651016
06-02-13,1511.290039,1512.530029,1504.709961,1512.119995,0.054917056
07-02-13,1512.119995,1512.900024,1498.48999,1509.390015,-0.180539905
08-02-13,1509.390015,1518.310059,1509.390015,1517.930054,0.565794057
11-02-13,1517.930054,1518.310059,1513.609985,1517.01001,-0.060611752
12-02-13,1517.01001,1522.290039,1515.609985,1519.430054,0.159527227
13-02-13,1519.430054,1524.689941,1515.930054,1520.329956,0.059226287
14-02-13,1520.329956,1523.140015,1514.02002,1521.380005,0.069067178
15-02-13,1521.380005,1524.23999,1514.140015,1519.790039,-0.104508144
19-02-13,1519.790039,1530.939941,1519.790039,1530.939941,0.733647525
20-02-13,1530.939941,1530.939941,1511.410034,1511.949951,-1.240413781
21-02-13,1511.949951,1511.949951,1497.290039,1502.420044,-0.630305718
22-02-13,1502.420044,1515.640015,1502.420044,1515.599976,0.877246816
25-02-13,1515.599976,1525.839966,1487.849976,1487.849976,-1.830958065
26-02-13,1487.849976,1498.98999,1485.01001,1496.939941,0.610946342
27-02-13,1496.939941,1520.079956,1494.880005,1515.98999,1.27259942
28-02-13,1515.98999,1525.339966,1514.459961,1514.680054,-0.086407958
01-03-13,1514.680054,1519.98999,1501.47998,1518.199951,0.232385512
04-03-13,1518.199951,1525.27002,1512.290039,1525.199951,0.461072337
05-03-13,1525.199951,1543.469971,1525.199951,1539.790039,0.956601657
06-03-13,1539.790039,1545.25,1538.109985,1541.459961,0.10845128
07-03-13,1541.459961,1545.780029,1541.459961,1544.26001,0.181649155
08-03-13,1544.26001,1552.47998,1542.939941,1551.180054,0.448113916
11-03-13,1551.150024,1556.27002,1547.359985,1556.219971,0.326850848
12-03-13,1556.219971,1556.77002,1548.23999,1552.47998,-0.240325344
13-03-13,1552.47998,1556.390015,1548.25,1554.52002,0.131405237
14-03-13,1554.52002,1563.319946,1554.52002,1563.22998,0.560298992
